id,birth_year,death_year,name
11708,1868,1936,"Okakura, Yoshisaburo"
11709,,1913,"Kerbey, Joseph Orton"
11710,1838,1896,"Field, Kate"
11711,1833,1913,"Berchet, Guglielmo"
11712,,,"McGregor, Ronald L."
11713,1836,1907,"Le Roy, Eugène"
11714,1889,1938,"Bridges, Calvin B. (Calvin Blackman)"
11715,1848,1908,"Collins, John Churton"
11716,1913,1989,"Galbreath, Edwin C. (Edwin Carter)"
11717,1857,1920,"Ward, Bernard"
11718,1878,1942,"Sternheim, Carl"
11719,1863,1935,"Robinson, John H. (John Henry)"
11720,,,"Müller, Susannah Grace Sanger"
11721,,,"Germany. Laws, statutes, etc."
11722,1831,1903,"Schäffle, A. (Albert)"
11723,1851,1939,"Salt, Henry S."
11724,1821,1889,Champfleury
11725,,,"Malheiro Dias, Augusto"
11726,1845,1894,"Oliveira Martins, J. P. (Joaquim Pedro)"
11727,1859,1929,"Freire de Andrade, Alfredo Augusto"
11728,1779,1820,"Decatur, Stephen"
11729,1769,1851,"Barron, James"
11730,1862,1947,"Burton, Charles Pierce"
11731,1905,2002,"Wirt, Mildred A. (Mildred Augustine)"
11732,1876,1936,"Snaith, J. C. (John Collis)"
11733,1874,1916,"Dunn-Pattison, R. P."
11734,1870,1936,"Berkman, Alexander"
11735,1869,1957,"Tarn, W. W. (William Woodthorpe)"
11736,1889,,"Evans, A. J. (Alfred John)"
11737,1865,1926,"Coquiot, Gustave"
11738,1867,1945,"Schieber, Anna"
11739,1923,,"Tordoff, Harrison Bruce"
11740,1819,,"Tischner, August"
11741,,,"Morant, George"
11742,1855,1918,"Lantz, David E. (David Ernest)"
11743,,1940,"Mackie, Charles"
11744,1890,1966,"Levinger, Lee J. (Lee Joseph)"
11745,,,"Walden, Walter"
11746,1886,1974,"Hasell, Frances Hatton Eva"
11747,,,"Sayle, Iris Eugenie Friend"
11748,1887,1959,"Harvey, E. Newton (Edmund Newton)"
11749,1874,1966,"Findlay, Alexander"
11750,,,"Corbin, Thomas W."
11751,1855,,"Baker, Cornelia"
11752,1881,1917,"Henry, George Garr"
11753,1879,1955,"O'Hegarty, P. S. (Patrick Sarsfield)"
11754,1910,1959,"Kjelgaard, Jim"
11755,1856,1943,"Lowell, A. Lawrence (Abbott Lawrence)"
11756,,,"Nevinson, J. L. (John Lea)"
11757,,,"Hill, Ruth"
11758,1818,1908,"Brackett, Edward Augustus"
11759,1873,1950,"Henry, Robert Mitchell"
11760,1881,1956,"Fry, Henry P. (Henry Peck)"
11761,1732,1810,"Lanzi, Luigi"
11762,1838,1911,"Wells, Kate Gannett"
11763,1833,1923,"Bonney, T. G. (Thomas George)"
11764,1811,1892,"Chaffers, William"
11765,1870,,"Greenough, Marietta McPherson"
11766,1879,,"Syme, William Anderson"
11767,1850,1898,"Wheeler, J. M. (Joseph Mazzini)"
11768,,,"Stewart, Caroline"
11769,1840,1886,"Imbriani, Vittorio"
11770,1850,1943,"Abbott, Henry"
11771,1792,1862,"Hogg, Thomas Jefferson"
11772,1856,1936,"Mead, Lucia True Ames"
11773,1870,,"Trevena, John"
11774,,,"Halifax, Clifford"
11775,1913,1978,"Lowery, George H., Jr."
11776,1901,1995,"Breukelman, John"
11777,1779,1871,"Hengel, Wessel Albertus van"
11778,1915,,"Arvey, M. Dale (Martin Dale)"
11779,1801,1844,"Tillier, Claude"
11780,1736,1803,"Sénac de Meilhan, Gabriel"
11781,,,"Kendall, Edward C."
11782,1883,1935,"Palma, Angélica"
11783,1837,1926,"Olmstead, Charles H."
11784,1875,,"Francis, John"
11785,1813,1894,"Bigandet, Paul Ambroise"
11786,1866,1948,"Cockerell, Theodore D. A. (Theodore Dru Alison)"
11787,1806,1856,"Stirner, Max"
11788,1812,1886,"Corvin, Otto von"
11789,1829,1911,"Spielhagen, Friedrich"
11790,,,"De Lamater, John N."
11791,1904,1935,"Collins, James"
11792,,,"Dirks, J."
11793,1907,,"Wright, Jack"
11794,,,"McDougall, Marion Gleason"
11795,1874,,"Gardner, Charles"
11796,,,"Hunn, Charles Elias"
11797,1815,1895,"Grove, John"
11798,,,"Fouquette, M. J."
11799,,,"Grove, Harriet Pyne"
11800,1854,1926,"Jarvis, Stinson"
11801,1865,,"Whitmore, Clara Helen"
11802,1862,1940,"Higginson, Ella"
11803,1848,1904,"Franzos, Karl Emil"
11804,1859,1923,"Tyler, Anna Cogswell"
11805,,,"Oliveira, João Duarte"
11806,1840,1920,"Cunha, Xavier da"
11807,1889,1959,"Lima, João de Lebre e"
11808,1853,1924,"Burnay, Eduardo"
11809,1709,,"Morganti, Bento"
11810,1703,1758,"Edwards, Jonathan"
11811,1858,1935,"Gastine, Louis"
11812,1751,1798,"Samwell, David"
11813,1857,1921,"Zapolska, Gabriela"
11814,1879,1959,"Nagai, Kafu"
11815,1512,1564,"Ricchi, Agostino"
11816,,,"Belo, Francesco"
11817,1470,1520,"Dovizi, Bernardo,‏ da Bibbiena"
11818,1823,1895,"Streckfuss, Adolf"
11819,1879,1904,"Kartini, Raden Adjeng"
11820,,,University of Illinois (Urbana-Champaign campus). Extension Service in Agriculture and Home Economics
11821,1848,1887,"Dilling, Lars"
11822,,,"Erg, Julle"
11823,1869,1917,"Dayrell, Elphinstone"
11824,1884,1969,"Prichard, Katharine Susannah"
11825,,,"Wright, Sidney Harry"
11826,,,"Allyn, Jack"
11827,1788,1871,"Lord, Eleazar"
11828,1832,1904,"Springer, Rebecca Ruter"
11829,1858,1938,"Fleming, George"
11830,1853,,"Barnard, Ella K. (Ella Kent)"
11831,1885,1916,"Sack, Gustav"
11832,,,"Lasker-Schüler, Else"
11833,1882,1940,"Weiss, Ernst"
11834,1888,1976,"Chapman, Ethel M."
11835,1836,1883,"Sikes, Wirt"
11836,1839,1902,"Polevoi, P. (Petr)"
11837,1862,1929,"Brent, Charles Henry"
11838,,,"Hine, Muriel"
11839,,,"Langdon, Ellen"
11840,1825,1894,"Langdon, Roger"
11841,1884,1963,"Blease, W. Lyon (Walter Lyon)"
11842,,,"Dumée, Paul"
11843,1880,1942,"Musil, Robert"
11844,1827,1891,"Amorim, Francisco Gomes de"
11845,1874,1956,"Davis, Owen"
11846,1816,1900,"Ryle, J. C. (John Charles)"
11847,1875,1958,"Alford, George Howard"
11848,1858,1940,"Pascarella, Cesare"
11849,1555,1621,"Arndt, Johann"
11850,,,"Lewetzow, Cornelia"
11851,1855,1931,"Step, Edward"
11852,1886,1947,"Robinson, Victor"
11853,1879,1933,"Rasmussen, Knud"
11854,,,"Smith, Rebekah"
11855,1865,1918,"Abonyi, Árpád"
11856,1790,1867,"Halleck, Fitz-Greene"
11857,1880,,"Richmond, Florence Elsa Bell, Lady"
11858,1822,1907,"Field, Henry M. (Henry Martyn)"
11859,,,"Macmillan, Newton"
11860,1844,1938,"Williams, Elizabeth Whitney"
11861,1826,1909,"Gore, George"
11862,1867,1936,"Sherrill, Charles Hitchcock"
11863,,,"Gray, Niel, Jr."
11864,1865,1934,"Dawson Scott, C. A. (Catharine Amy)"
11865,,,"Dick, Alexander"
11866,1870,1929,"Leach, John Albert"
11867,1884,1968,"Brod, Max"
11868,,,"Heumann, Albert"
11869,,,"Pluim, Teunis"
11870,1889,1963,"Otten, Karl"
11871,1875,,"Sørensen, Carl"
11872,,,"Heman, Gustaf Adolf"
11873,1874,1936,"Graham, Harry"
11874,1851,1930,"Browne, George Waldo"
11875,1831,1902,"Pierce, Henry M. (Henry Miller)"
11876,1812,1888,"Paull, H. B., Mrs."
11877,1803,1864,"Curling, Henry"
11878,1831,1901,"Lindgren, Anton Wilhelm"
11879,,,"Juhlin, Victor"
11880,1826,1906,"Réville, Albert"
11881,,,S. L. M.
11882,1597,1639,"Opitz, Martin"
11883,1819,1903,"Thoresen, Magdalene"
11884,1857,,"Barnes, Annie Maria"
11885,1860,1924,"Warren, Arthur"
11886,1900,1951,"Hervey, Harry"
11887,1812,1879,"Farrer, James"
11888,1813,1871,"Eötvös, József, báró"
11889,1696,1743,"Hervey, John Hervey, Baron"
11890,1844,1903,"Ronald, Mary"
11891,1886,1949,"Anderson, Benjamin M. (Benjamin McAlester)"
11892,,,"Baird, Frank"
11893,1881,1946,"Zech, Paul"
11894,1855,1934,"Comstock, George C. (George Cary)"
11895,,,"Barué, Sulpice"
11896,1890,1956,"Russell, William F. (William Fletcher)"
11897,1861,1931,"Wade, Martin J. (Martin Joseph)"
11898,,,Daughters of the American Revolution. Nebraska
11899,,,"Gardiner, Florence Mary"
11900,1864,,"Sage, William"
11901,1878,1965,"Evans-Wentz, W. Y. (Walter Yeeling)"
11902,,,"McGlauflin, Idabelle"
11903,1858,1928,"Pankhurst, Emmeline"
11904,1868,1955,"Post, Waldron Kintzing"
11905,1833,1917,"Herschel, William James"
11906,,,"Savile, Frank (Frank Mackenzie)"
11907,1793,1876,"Neal, John"
11908,1787,1852,"Finden, W. (William)"
11909,1876,1954,"Hill, Thomas George"
11910,1856,1929,"Kuhns, Oscar"
11911,1843,1924,"Haussonville, comte d'"
11912,1829,1907,"Webster, Wentworth"
11913,1856,1935,"Douglas, George"
11914,1868,1946,"Hayden, Arthur"
11915,1867,,"Walker, Henry de Rosenbach"
11916,,,"Barrett, Orvey S."
11917,1893,1970,"Seldes, Gilbert"
11918,1828,1892,"Hodge, George B. (George Baird)"
11919,1867,,"Shelton, Louise"
11920,1866,,"Glover, Julia Lestarjette"
11921,1833,1887,"Quincy, Samuel M. (Samuel Miller)"
11922,,,"Steenbergen, Albertus Alidus"
11923,1810,1885,"Boom, Harm"
11924,1869,1942,"Hughes, Talbot"
11925,,,"Jones, P."
11926,1847,,"McAllan, Alexander"
11927,1851,1921,"Zahm, J. A. (John Augustine)"
11928,1754,1794,"Forster, Georg"
11929,1846,1929,"Gasquet, Francis Aidan"
11930,,,"Pinchard, Elizabeth Sibthorpe"
11931,,,"Delannoy, Burford"
11932,1890,1943,"Delafield, E. M."
11933,1880,,"Danton, George H. (George Henry)"
11934,,,"Newman, John"
11935,,1926,"Reed, Helen Leah"
11936,1874,,"Worthington, Frank"
11937,,,"Bayly, A. Eric"
11938,1923,,"Byers, George William"
11939,,,"Boer, Zacharias Cohen de"
11940,1833,1901,"Schlimmer, Johan George"
11941,,,"Montalba, Anthony R. (Anthony Reubens)"
11942,1843,1874,"Braga, Guilherme"
11943,1862,1934,"Camacho, Brito"
11944,1882,1935,"Manning, Frederic"
11945,1802,1874,"Tommaseo, Niccolò"
11946,1578,1652,"Ward, Nathaniel"
11947,1851,1909,"Kelly, Edmond"
11948,,,"Winsted, Huldah Lucile"
11949,1866,1942,"Vivanti, Annie"
11950,1877,,"Shinn, Harold Brough"
11951,,,"Lucas, Frederic Colby"
11952,,,"Whitney, Worrallo"
11953,,,"Smallwood, Mabel Elizabeth"
11954,,,"Yerta, Gabrielle"
11955,1889,,"Méléra, Marguerite-Yerta"
11956,1871,1929,"Williams, Jesse Lynch"
11957,1879,1923,"Hastings, Wells"
11958,1880,1946,"Hooker, Brian"
11959,1783,1853,"Greenleaf, Simon"
11960,1763,1837,"Beaufort d’Hautpoul, Anne Marie, comtesse de"
11961,,,"Verschave, Paul"
11962,1516,1590,"Habermann, Johann"
11963,,,Knight of Elvas
11964,,,"Fiske, Ralph Browning"
11965,,,"Lewis, W. T. (William T.)"
11966,,,"Hook, Richard A."
11967,,,"Mech, L. David"
11968,1933,,"Robinson, William Laughlin"
11969,,,"Weise, Thomas F."
11970,1868,1942,"Brainerd, Eleanor Hoyt"
11971,,,"Shaw, James H."
11972,,,"Stephen, Vincent"
11973,1841,1916,"Filon, Augustin"
11974,1890,1975,"Lenzen, Victor F. (Victor Fritz)"
11975,,,"McKay, Kenneth W."
11976,1880,1961,"Bashford, H. H. (Henry Howarth), Sir"
11977,1848,1915,"Knackfuss, H. (Hermann)"
11978,,,"Ellis, William Hodgson"
11979,1852,1912,"Mamin-Siberiak, D. N. (Dmitrii Narkisovich)"
11980,1874,1949,"Clark, Ellery H. (Ellery Harding)"
11981,,,"Carstairs, Christian"
11982,1869,1907,"Flynt, Josiah"
11983,1749,1818,"Forkel, Johann Nikolaus"
11984,1859,,"Johnson, A. E. (Amelia E.)"
11985,1861,1943,"Bracco, Roberto"
11986,1878,,"Gregor, Elmer Russell"
11987,1865,1952,"Vessiot, Ernest"
11988,,,"Campbell, Adelaide M. G."
11989,1849,1900,"Törmälä, Emanuel"
11990,,,"Loudon, Mrs. (Margracia)"
11991,,,"Campbell, A., of the Santal mission"
11992,,,"Du Moulin, Louis Eugène"
11993,1865,1946,"Eckstorm, Fannie Hardy"
11994,1823,1909,"Caccianiga, Antonio"
11995,1868,,"Palmer, Mary E. (Mary Elizabeth)"
11996,1876,1924,"Vasconcellos, Henrique de"
11997,,,"Protheroe, Ernest"
11998,1833,1900,"Robinson, Rowland Evans"
11999,,,"Clitherow, Mary"
12000,1868,1949,"Wright, Dudley"
12001,1832,,"Ripley, William Young Warren"
12002,1797,1873,"Le Roi, J.-A. (Joseph-Adrien)"
12003,1883,1962,"Hackett, Francis"
12004,,,"Bysshe, Edward, active 1702-1712"
12005,1850,1934,"Smith, William Benjamin"
12006,1791,1860,"Heiberg, J. L. (Johan Ludvig)"
12007,,,"MacQuarrie, Hector"
12008,,,"Goodrich, Albert M."
12009,1852,1934,"Poel, William"
12010,1877,1940,"Papantoniou, Zacharias L."
12011,1916,,"Hoffmeister, Donald Frederick"
12012,,,"Setzer, Henry W."
12013,1890,,"Gallishaw, John"
12014,1882,1976,"Phillips, Chester Arthur"
12015,,,"Jones, Robert H."
12016,,,"Hartley, Florence"
12017,1867,1937,"Tille, Václav"
12018,1852,,"Baldaque da Silva, Antonio Arthur"
12019,1809,1860,"Ingraham, J. H. (Joseph Holt)"
12020,1787,1871,"Paravey, Charles Hippolyte, chevalier de"
12021,1888,,"Warner, Frances Lester"
12022,1873,,"Lowe, Orton"
12023,1889,,"Nadaud, Marcel"
12024,1785,1873,"Manzoni, Alessandro"
12025,1850,1933,"Edwards, George"
12026,,1912,"MacLehose, Sophia H."
12027,1890,1971,"Herbert, A. P. (Alan Patrick)"
12028,1809,1871,"Johnes, Arthur James"
12029,1858,1938,"Miller, Frank Justus"
12030,1807,1878,"Doran, Dr. (John)"
12031,1789,1857,"Scoresby, William"
12032,1837,1908,"Fowler, Charles Henry"
12033,1842,1923,"Middleton, Thomas C. (Thomas Cooke)"
12034,1858,1918,"Simmel, Georg"
12035,,,"Somerton, Alice"
12036,1842,1922,"Lavisse, Ernest"
12037,1836,1910,"Funcke, Otto"
12038,1844,1938,"Price-Brown, John"
12039,1875,1947,"Kent, Elizabeth"
12040,1853,1903,"Ralph, Julian"
12041,1863,1941,"Sombart, Werner"
12042,,,Peer
12043,1825,1884,"Dercksen, Jacobus Marinus Everhardus"
12044,,,"Herr, George L. (George Lewis)"
12045,1813,1901,"Scadding, Henry"
12046,1860,,"Maisch, Richard"
12047,1870,1924,"Lenin, Vladimir Il'ich"
12048,1805,1886,"Bartlett, John Russell"
12049,1862,1932,"Bangs, Outram"
12050,1868,1950,"Pollock, Horatio M. (Horatio Milo)"
12051,,,"Badlam, Anna B."
12052,1865,1928,"Shiukichi, Shigemi"
12053,1854,1927,"Penning, L. (Louwrens)"
12054,,,"MacNeal, Ward J."
12055,1855,1939,"Todd, David P. (David Peck)"
12056,,,"Salignac, Bertrand de, seigneur de La Mothe-Fénelon, active 16th century"
12057,1848,1933,"Bass, William Wallace"
12058,1887,1969,"Wehle, Harry B. (Harry Brandeis)"
12059,1885,1933,"Breck, Joseph"
12060,1862,,"Towns, Charles Barnes"
12061,,,"Beeks, James C."
12062,1845,1916,"Danks, William"
12063,1830,1901,"Robinson, F. W. (Frederick William)"
12064,1885,,"Mordell, Albert"
12065,1792,1845,"Castillo, John"
12066,,,"Nash, Wallis"
12067,1845,1917,"Peabody, Robert Swain"
12068,,,"Lassinen, Emil"
12069,1769,1853,"Opie, Amelia"
12070,1839,1919,"Mahaffy, J. P. (John Pentland)"
12071,1846,1935,"Hughes, James L. (James Laughlin)"
12072,1877,1937,"Leśmian, Bolesław"
12073,1808,1873,"Ward, Mrs."
12074,1863,1921,"Parrott, Edward"
12075,1849,1926,"Bethusy-Huc, Valeska, Gräfin von"
12076,1788,1857,"Eichendorff, Joseph, Freiherr von"
12077,1857,1909,"Davidson, John"
12078,1829,1904,"Bégis, A. (Alfred)"
12079,1839,1909,"Seeley, H. G. (Harry Govier)"
12080,1839,1915,"Geikie, James"
12081,1873,1926,"Eisler, Rudolf"
12082,1806,1882,"Tigri, Giuseppe"
12083,,,"Risk Allah, Habeeb"
12084,1850,1889,"Eminescu, Mihai"
12085,,,"Wiese, Carl"
12086,1838,1923,"Huntington, Faye"
12087,1832,1901,"Carleton, George Washington"
12088,1855,1931,"Whitney, Orson F. (Orson Ferguson)"
12089,,,"Tibbitts, Charles John"
12090,1821,1885,"Deslys, Charles"
12091,1873,1939,"MacClintock, Porter Lander"
12092,,,"Edwards, Pierrepont"
12093,1820,1888,"Wallack, Lester"
12094,,,"Thompson, W. L."
12095,,,"Benson, Simon"
12096,,,"Nunn, Herbert"
12097,,,"Booth, R. A."
12098,1870,1925,"Das, Chitta Ranjan"
12099,1874,1938,"Schomburg, Arthur Alfonso"
12100,1881,1954,"Pickens, William"
12101,1880,1950,"McHugh, John A. (John Ambrose)"
12102,1868,1928,"Waugh, Joseph Laing"
12103,1870,1940,"Trotter, Melvin E. (Melvin Earnest)"
12104,1857,1933,"Roberts, B. H. (Brigham Henry)"
12105,1861,1957,"Sedgwick, Henry Dwight"
12106,1862,1927,"Cruickshank, Alfred Hamilton"
12107,1825,1874,"Randolph, Paschal Beverly"
12108,1807,1848,"Harris, William Cornwallis, Sir"
12109,1823,1909,"Gottschall, Rudolf von"
12110,1813,1895,"Ashe, E. D. (Edward David)"
12111,,,"Skinner, Charlotte"
12112,1854,1934,"Schubin, Ossip"
12113,1870,1935,"Mack, Louise"
12114,1835,1913,"Austin, Alfred"
12115,1828,1885,"Gilchrist, Anne (Anne Burrows)"
12116,1883,1948,"Stevens, Francis"
12117,1829,1919,"Elia, Augusto"
12118,1821,1906,"Mitre, Bartolomé"
12119,1793,1864,"Hitchcock, Edward"
12120,1779,1852,"Walker, Alexander"
12121,,,"Dawson, George Francis"
12122,1827,1859,"Fairbanks, Charles Bullard"
12123,1881,,"Joseph, Samuel"
12124,,,"Moses, Belle"
12125,1880,1932,"Stilson, Charles B. (Charles Billings)"
12126,1837,1916,"Leech, Samuel V."
12127,1835,1913,"Trollope, Frances Eleanor"
12128,1730,1803,"Hamilton, William, Sir"
12129,1850,1912,"Dent, C. T. (Clinton Thomas)"
12130,1886,1956,"Benn, Gottfried"
12131,,,"Trent, Hilary"
12132,1844,1920,"Dillingham, Emma Louise Smith"
12133,1844,1906,"Girvin, James W. (James Walter)"
12134,1868,,"De La Vergne, George Harrison"
12135,,,"Armstrong, W. N."
12136,,,Canada. Department of the Interior
12137,1833,1914,"Pérez, Jean M."
12138,1850,1937,"Grimké, Francis J. (Francis James)"
12139,1868,1936,"Hope, John"
12140,1824,1906,"Weir, Harrison"
12141,,,"Brady, Loretta Ellen"
12142,,1905,"Barry, Joseph"
12143,1851,1922,"Ward, Leslie, Sir"
12144,1807,1857,"Pratt, Parley P. (Parley Parker)"
12145,1857,1941,"Gailly de Taurines, Ch."
12146,1806,1881,"Fitzhugh, George"
12147,1876,1944,"Jarvis, W. H. P. (William Henry Pope)"
12148,1835,1910,"Agassiz, Alexander"
12149,1822,1907,"Agassiz, Elizabeth Cabot Cary"
12150,1859,1944,"Pollard, Alfred W. (Alfred William)"
12151,1881,,"MacDonald, Daniel J."
12152,,,"Nash, William H., Mrs."
12153,1867,1928,"Harvey, Alexander Miller"
12154,1878,,"Allen, Frank Waller"
12155,,,"Morgan, Sidney"
12156,1886,1974,"Starrett, Vincent"
12157,1852,1923,"Marchmont, Arthur W."
12158,,1921,"Kennedy, Sara Beaumont"
12159,1829,1908,"Mason, William"
12160,1806,1889,"Delaborde, Jules, comte"
12161,1856,1936,"MacDonald, Arthur"
12162,1849,1920,"Hardy, E. J. (Edward John)"
12163,1832,1895,"Ruiz de Burton, María Amparo"
12164,1846,1927,"Washburn, L. K. (Lemuel Kelley)"
12165,1867,1905,"Schwob, Marcel"
12166,1861,1940,"Heath, Thomas Little, Sir"
12167,,,"Cummings, Lettie M."
12168,,,"Novice, active 19th century"
12169,,,"Metelerkamp, Sanni"
12170,1844,1931,"Burgess, John William"
12171,1878,1916,"Woolley, Edwin C. (Edwin Campbell)"
12172,1854,1940,"Scanlan, Charles Martin"
12173,,,"Fleeson, Katherine Neville"
12174,1840,1906,"Lindsay, John S. (John Shanks)"
12175,1843,1897,"Tiffany, John K. (John Kerr)"
12176,1846,1917,"Bloy, Léon"
12177,1872,1925,"Bettauer, Hugo"
12178,,,"Gul'bat, Abraam Abraamovich"
12179,1834,1879,"Meacham, Henry H."
12180,1848,1921,"Bowie, Henry P."
12181,1840,1905,"Carnahan, James R. (James Richards)"
12182,,,"Cooper, Marie Jane"
12183,,,"Pitcairn, W. D."
12184,1810,1886,"Thompson, Samuel"
12185,1845,1912,"Darwin, George Howard, Sir"
12186,1834,1903,"Hare, Augustus J. C. (Augustus John Cuthbert)"
12187,,,"Reynolds, Baillie, Mrs."
12188,1880,1935,"Thomas, W. H. (William Henry)"
12189,,,"Hughes, E."
12190,1819,,"Yellott, George"
12191,1825,1895,"Ulrichs, Karl Heinrich"
12192,1877,1947,"Giesy, J. U. (John Ulrich)"
12193,1809,1859,"Spalding, William"
12194,,,"Wrigley, Sarah A. Finley"
12195,1855,1924,"Dunn, Jacob Piatt"
12196,1868,1940,"Engel, Alexander"
12197,1861,1937,"Andreas-Salomé, Lou"
12198,1830,1905,"Schweigger, C."
12199,1852,1903,"Doyle, C. W. (Charles William)"
12200,1802,1846,"Caruthers, William Alexander"
12201,1818,1874,"Blot, Pierre"
12202,,,"Reid, Elizabeth Hyde"
12203,1745,1820,"Colquhoun, Patrick"
12204,,,"Austin, Caroline"
12205,,,"Wallace, Edna Kingsley"
12206,1826,1896,"Aurén, Petter Wilhelm"
12207,1764,1820,"Mackenzie, Alexander"
12208,1815,1861,"Landrum, John M. (John Morgan)"
12209,1800,1886,"Rigby, N. (Nicholas)"
12210,1870,1930,"Chadsey, Charles E. (Charles Ernest)"
12211,1810,1897,"Holley, George W. (George Washington)"
12212,1804,1894,"Peabody, Elizabeth Palmer"
12213,1888,1939,"Broun, Heywood"
12214,1847,1898,"Howard, Blanche Willis"
12215,1848,1927,"Grierson, Francis"
12216,1851,1933,"Heuser, Herman J. (Herman Joseph)"
12217,,,"Cameron, John, soccer player"
12218,1833,1912,"Keane, A. H. (Augustus Henry)"
12219,1811,1886,"Noyes, John Humphrey"
12220,1855,1935,"Thurston, Edgar"
12221,,,"Fletcher, D. H."
12222,,,"Fletcher, Samuel H."
12223,1832,1896,"De Fontaine, F. G. (Felix Gregory)"
12224,1877,1934,"Enelow, H. G. (Hyman Gerson)"
12225,,,"Campbell, Edward Livingston"
12226,1747,1833,"O'Keeffe, John"
12227,1836,1887,"Loughborough, Mary Ann Webster"
12228,,,"Lamberg, J."
12229,,,"Vogel, Nancy Casteel"
12230,1820,1889,"Halliwell-Phillipps, J. O. (James Orchard)"
12231,1633,1695,"Halifax, George Savile, Marquis of"
12232,,,"Davis, Frederick C."
12233,1842,1916,"Ingram, John Henry"
12234,1855,1924,"Alderson, Matthew W."
12235,1863,1947,"Woolley, Mary Emma"
12236,1808,1890,"Karr, Alphonse"
12237,1688,1776,"Colden, Cadwallader"
12238,,,Great Britain. Privy Council
12239,,,New York (Colony). Council
12240,1874,1919,"Wilson, Christopher"
12241,1876,1943,"Coffey, P. (Peter)"
12242,1830,1904,"Pont-Jest, René de"
12243,1889,,"Caunter, John Alan Lyde"
12244,1869,1934,"Whitlock, Brand"
12245,,,"Sharp, Annabel"
12246,,,"Miller, Barnette"
12247,1409,1473,"Zurara, Gomes Eannes de"
12248,,,"Williams, T."
12249,1844,1929,"Hankel, Marie"
12250,1890,1988,"Stimson, Dorothy"
12251,1876,1960,"Kroeber, A. L. (Alfred Louis)"
12252,,,"Bunney, Joseph"
12253,1785,1842,"Dunlop, John Colin"
12254,,,"Blacker, W. (William)"
12255,1870,1957,"Kahlenberg, Hans von"
12256,1872,1946,"Ringrose, Hyacinthe"
12257,1860,1928,"Cone, John A. (John Albert)"
12258,1816,1906,"Slafter, Edmund F. (Edmund Farwell)"
12259,1829,1894,"Glenwood, Ida"
12260,1824,1900,"Enault, Louis"
12261,,,"Wetterhoff, Onni"
12262,,,"Wilber, Elaine"
12263,1854,,"Damer, Eyre"
12264,1885,,"Hardwick, J. C. (John Charlton)"
12265,1827,1898,"Guild, C. S. (Caroline Snowden)"
12266,1874,1944,"Pratt, Ambrose"
12267,1813,1883,"Warren, George Washington"
12268,1845,,"Hamilton, John A. (John Arthur)"
12269,1862,1934,"Blewett, Jean"
12270,1880,1961,"Palmer, Herbert E. (Herbert Edward)"
12271,,,"Wight, J. (John)"
12272,1855,1920,"Suematsu, Kencho"
12273,,,"Walther, von der Vogelweide, active 12th century"
12274,1878,,"Crawford, Jack Randall"
12275,,,"Stern, Menco"
12276,1858,1932,"Peano, Giuseppe"
12277,1840,1900,"Hunter, William Wilson"
12278,,,"Mechthild, of Magdeburg"
12279,1838,1909,"Cox, George"
12280,1854,1930,"Valldaura, Agna de"
12281,1880,,"Dorrance, E. S. (Ethel Smith)"
12282,1879,,"Dorrance, James French"
12283,1851,1906,"Knox, J. Armoy (John Armoy)"
12284,,,"Pratt, J. G."
12285,1852,1915,"Ramstedt, Maria"
12286,1883,1958,"McCulley, Johnston"
12287,1818,1886,"Campbell, Duncan"
12288,,,"Sargant, J. A. (Jane Alice)"
